game_episode,end_x,end_y
153385_77,77.860954,51.87386
153385_79,26.790909,18.620365
153385_80,51.915077,17.029636
153385_81,52.734486,10.094244
153385_82,25.469147,44.068336
153385_83,88.84522,30.489626
153385_84,70.58423,16.678764
153385_89,68.55023,33.728127
153385_90,76.72013,39.65096
153386_1,67.38092,11.2853985
153386_2,68.05684,27.784622
153386_3,25.473576,29.303255
153386_4,53.93422,25.813005
153386_5,57.493095,21.854559
153386_6,58.803593,30.26538
153386_7,46.181557,55.223156
153386_8,52.75387,23.243748
153386_10,48.01716,39.012802
153386_12,51.982605,49.701805
153386_13,53.238934,48.0127
153386_14,37.836708,43.01293
153386_15,89.05686,55.94076
153386_16,68.92763,7.7273912
153386_17,45.31838,55.162575
153386_18,81.28231,19.6121
153386_20,54.127346,17.113007
153386_21,72.386406,16.214268
153386_22,49.1827,53.280712
153386_23,72.68719,24.403856
153386_24,77.331535,48.660847
153386_25,61.028843,19.395937
153386_26,77.16401,19.105469
153386_28,21.282032,29.199287
153386_29,60.488804,49.239094
153386_31,50.929058,32.712616
153386_33,44.705193,57.095913
153386_34,53.80636,16.846922
153386_35,42.594673,49.73606
153386_36,83.12098,10.797448
153386_37,25.199514,41.80351
153386_38,80.19915,48.142853
153386_39,37.971405,20.18608
153386_40,36.703995,33.435802
153386_41,33.91677,20.34405
153386_42,58.52663,28.169436
153386_43,74.023476,54.726223
153386_44,40.04971,43.448322
153386_45,70.41432,38.50548
153386_46,81.385315,31.398294
153386_47,65.80349,55.503635
153386_48,40.24445,17.08508
153386_49,34.106857,61.858486
153386_50,25.575275,15.986246
153386_51,33.65217,37.064632
153386_52,57.84655,57.310734
153386_53,22.43082,41.3128
153386_54,79.67381,41.889603
153386_55,89.23603,28.296017
153386_56,52.680832,47.235992
153386_57,73.6092,20.343397
153386_58,63.827374,31.129755
153386_59,63.23779,27.790224
153386_60,66.306206,21.602194
153386_61,74.658615,14.589827
153386_62,35.62688,33.873978
153386_63,70.45567,58.25058
153386_64,58.812748,52.869675
153386_66,66.43452,9.367896
153386_67,44.737186,52.456745
153386_69,54.41238,16.941658
153386_70,9.948138,25.61093
153386_72,56.84896,9.63773
153386_73,24.687153,27.405905
153386_74,36.066696,25.745972
153386_76,86.799355,46.692623
153386_77,69.08856,25.127888
153386_78,53.15915,14.365875
153386_79,85.94348,24.274637
153386_80,24.841919,29.912348
153386_81,78.68224,48.79595
153386_82,72.77331,28.569109
153387_1,64.96067,8.384596
153387_2,69.52777,10.0600605
153387_3,48.06925,47.067482
153387_4,78.002,21.748343
153387_5,51.89704,29.005074
153387_6,40.457417,40.865932
153387_7,18.754162,13.106122
153387_8,76.911766,42.425255
153387_10,71.351425,8.677215
153387_11,35.338467,53.885952
153387_12,24.860693,48.508053
153387_13,54.30943,21.931087
153387_14,60.20381,9.390039
153387_15,21.372433,19.495407
153387_16,86.99224,10.652273
153387_17,79.70628,14.919904
153387_18,67.37131,10.156031
153387_19,93.24589,33.60178
153387_20,40.05031,10.1551
153387_21,59.896736,38.741135
153387_22,66.581924,56.272064
153387_25,49.74275,44.826206
153387_26,42.243267,17.880287
153387_27,88.01476,47.87756
153387_29,67.83841,11.304695
153387_30,55.71719,17.453825
153387_31,55.823193,11.202513
153387_32,75.96014,55.0243
153387_33,27.78238,12.706284
153387_34,60.989777,22.88448
153387_35,10.016443,37.119473
153387_36,63.971684,42.0227
153387_37,24.583794,31.621273
153387_38,72.87771,21.693659
153387_39,16.035707,12.110658
153387_40,31.180853,11.410702
153387_41,16.670038,43.470745
153387_42,92.98139,13.405125
153387_43,76.84094,52.031322
153387_44,80.572624,21.437069
153387_45,80.09754,12.076471
153387_46,38.331055,41.808903
153387_47,82.91807,44.918617
153387_48,39.044277,51.20835
153387_49,42.86529,25.453732
153387_50,85.76679,39.669613
153387_51,69.241295,29.560478
153387_52,42.665443,50.808144
153387_54,78.09221,28.137308
153387_55,43.073654,34.226246
153387_56,56.124035,27.626236
153387_57,80.93956,16.389389
153387_58,52.015015,15.359818
153387_59,65.583595,45.27652
153387_60,32.71428,11.969911
153387_61,67.99182,7.582573
153387_62,91.26406,6.406965
153387_63,64.60663,37.9525
153387_64,61.529545,58.015926
153387_66,37.025833,44.04144
153387_67,86.73375,52.44718
153387_68,66.75037,9.33873
153387_69,78.78885,15.367428
153387_70,16.126823,31.852549
153387_71,48.415005,20.943508
153387_72,73.23795,46.136936
153387_73,34.6169,31.273668
153387_74,45.083637,54.435085
153387_75,44.276005,54.356716
153387_76,23.58542,29.51405
153387_77,87.90052,42.55665
153387_78,81.70234,23.236805
153387_79,64.98397,13.293832
153387_80,91.40823,15.380288
153387_81,56.19596,49.636097
153387_82,81.81139,54.452766
153387_83,76.60938,24.493132
153387_84,74.93897,50.189095
153387_85,82.2521,20.169273
153387_86,34.866222,13.23895
153387_87,26.884602,31.63147
153387_88,48.626472,14.312811
153388_1,59.732296,11.514414
153388_2,79.31459,16.43032
153388_4,65.905334,32.869915
153388_5,58.23021,11.394002
153388_6,75.63602,56.868076
153388_7,45.17728,3.7386549
153388_8,50.87295,18.542181
153388_9,63.08167,43.33626
153388_10,51.510143,12.1253805
153388_11,24.342373,15.181683
153388_12,81.23662,35.192604
153388_13,88.7769,22.028687
153388_14,63.715446,11.602414
153388_15,48.081055,51.250946
153388_16,60.85386,62.22816
153388_17,58.0909,17.701408
153388_18,42.67356,10.472745
153388_19,18.853638,34.419952
153388_20,26.742018,26.579258
153388_21,47.036484,55.705353
153388_22,65.326935,4.651307
153388_23,52.86135,29.226854
153388_24,70.76811,9.353849
153388_25,62.629593,52.24779
153388_26,22.170168,30.751574
153388_27,55.390026,11.950323
153388_28,80.7267,34.08171
153388_29,67.08363,19.512285
153388_32,84.148865,12.523713
153388_33,58.482487,17.111858
153388_34,57.719574,48.73583
153388_35,72.90825,26.235216
153388_36,35.795956,44.98721
153388_37,85.04892,57.49464
153388_38,78.837616,5.220871
153388_39,28.10296,17.136326
153388_40,59.92571,50.635357
153388_41,46.599354,31.676975
153388_42,55.309505,4.8255625
153388_43,81.10925,46.630615
153388_44,50.46453,32.080856
153388_45,12.673913,48.313286
153388_46,71.88415,45.61774
153388_47,49.682205,40.74992
153388_48,16.83238,32.11817
153388_49,47.314228,58.14529
153388_50,58.947884,36.478584
153388_51,80.20362,20.184153
153388_52,15.368608,37.83935
153388_54,71.66328,23.070786
153388_55,13.324974,54.432404
153388_56,59.446503,5.7610765
153388_57,14.879057,22.785816
153388_59,90.00058,31.63451
153388_60,64.224236,32.0313
153388_61,79.19629,38.770653
153388_62,64.74247,21.61631
153388_63,30.123531,36.665054
153388_64,51.730606,55.842255
153388_65,66.27089,50.32944
153388_66,26.161701,20.287807
153388_67,79.11552,57.445404
153388_68,46.74676,43.538197
153388_69,47.07022,52.23243
153388_70,36.34078,63.364838
153388_71,58.706554,35.207527
153388_72,54.650127,14.706373
153388_73,58.87776,26.691116
153388_74,77.32024,18.710714
153388_75,59.322567,29.4992
153388_78,76.33309,38.6528
153388_79,55.02866,15.203003
153388_80,45.889618,55.24946
153388_81,79.44867,27.66635
153388_82,35.07306,36.10265
153389_1,65.38909,53.778454
153389_2,28.450642,23.940517
153389_3,46.511765,21.185955
153389_4,44.760025,52.062153
153389_5,60.652718,53.562576
153389_6,44.61038,56.745167
153389_8,65.19327,35.60012
153389_9,53.68398,24.854464
153389_10,48.179028,8.861668
153389_11,65.47329,4.0097313
153389_12,14.670755,59.25734
153389_13,54.746635,40.665386
153389_14,80.3378,37.154366
153389_15,43.86329,26.20079
153389_16,78.965866,54.996834
153389_17,34.88793,55.619286
153389_18,78.81077,53.56523
153389_19,50.4403,36.724674
153389_21,25.147959,55.09426
153389_22,35.267662,14.298739
153389_23,60.67028,16.831997
153389_24,61.682602,31.26956
153389_25,69.18587,49.44046
153389_26,59.662006,12.433316
153389_27,57.632446,38.79132
153389_28,71.94376,33.649532
153389_29,41.73911,52.09014
153389_30,68.97946,63.487885
153389_31,78.80515,53.327
153389_32,75.88397,34.778946
153389_33,49.511517,36.164085
153389_34,24.297134,41.33147
153389_35,47.66312,49.08736
153389_36,57.399105,26.43554
153389_37,55.30187,44.02988
153389_38,8.808033,26.541433
153389_39,62.390327,50.1047
153389_40,14.787157,55.39559
153389_41,66.30884,55.346302
153389_42,57.252922,34.39218
153389_43,42.8924,24.541483
153389_45,50.86536,48.43305
153389_47,49.64315,52.12181
153389_48,52.138805,40.540836
153389_50,55.36528,51.04489
153389_51,19.901743,41.183735
153389_52,47.56393,6.6921825
153389_53,51.520576,56.594887
153389_54,63.07742,52.747776
153389_55,42.711624,54.295197
153389_57,65.90112,8.043039
153389_58,87.0042,39.106766
153389_60,62.269962,52.7516
153389_61,25.720652,12.929864
153389_62,28.298592,49.802357
153389_63,26.778765,37.45639
153389_64,63.919548,3.7204807
153389_65,66.97544,12.330423
153389_66,76.561104,41.877647
153389_67,26.000011,28.41044
153389_68,85.14648,43.654312
153389_69,61.46274,48.477898
153389_70,77.2657,52.03083
153389_71,50.42752,18.367287
153389_72,71.630486,5.658693
153389_73,70.62115,32.410843
153389_75,83.78501,28.618359
153389_76,36.04144,20.346476
153389_78,76.941376,50.00856
153389_80,76.99933,42.143673
153389_81,70.83907,45.686832
153389_82,56.44237,15.710038
153390_1,19.56614,32.092598
153390_2,40.345387,17.377577
153390_3,73.68971,20.982454
153390_4,47.831165,26.908281
153390_5,66.41346,55.69146
153390_6,89.65204,15.554484
153390_7,50.762352,19.494305
153390_8,31.36698,48.44764
153390_9,73.25937,32.679688
153390_10,85.76568,10.600235
153390_11,31.168842,52.499313
153390_12,61.008926,10.493261
153390_13,34.373184,34.738914
153390_14,52.10486,10.4916525
153390_15,21.663359,30.332731
153390_16,80.227844,49.63653
153390_17,45.933224,55.07904
153390_18,60.92962,31.94431
153390_19,33.661766,51.132782
153390_20,72.22185,44.24841
153390_21,70.179085,16.651072
153390_22,36.28122,26.549496
153390_24,30.19432,43.53468
153390_26,54.861996,12.5665455
153390_27,88.96684,30.698563
153390_28,48.976486,3.05838
153390_29,20.03799,45.771725
153390_30,54.61306,35.666058
153390_31,85.18488,33.197376
153390_32,68.04876,31.342793
153390_33,59.590466,51.793785
153390_34,86.8753,21.680243
153390_35,31.169443,55.598305
153390_36,63.146515,7.051165
153390_37,78.316,4.426345
153390_38,65.27283,21.70679
153390_39,32.11998,49.282814
153390_40,51.03876,28.666267
153390_41,41.701706,25.407063
153390_42,79.230736,23.005777
153390_43,22.69823,40.821552
153390_44,34.970875,41.42505
153390_45,48.616276,22.090727
153390_46,60.884003,58.150963
153390_47,87.62814,47.675255
153390_48,21.238394,30.666641
153390_49,41.60503,46.583107
153390_50,46.04732,56.042763
153390_51,29.610226,23.574806
153390_52,28.162106,40.164345
153390_53,84.95498,9.2473545
153390_56,32.75642,26.874561
153390_59,31.509014,27.696535
153390_60,33.960693,50.721275
153390_61,37.968487,61.754955
153390_62,55.1639,12.118574
153390_63,37.200092,42.695736
153390_64,19.454584,29.928772
153390_65,43.800232,45.59581
153390_66,68.09506,29.060493
153390_67,38.826942,37.014008
153390_68,78.30973,41.262737
153390_69,84.93044,55.53583
153390_71,30.137222,17.067026
153390_72,69.031166,54.996983
153390_73,30.030724,45.709206
153390_74,47.073692,33.517315
153390_75,42.878193,6.718686
153390_76,35.897366,23.778605
153390_77,23.078865,38.370644
153390_78,56.416138,24.218937
153390_80,61.798122,53.28719
153390_81,72.4432,4.1296587
153390_82,73.40729,15.56992
153390_83,67.78539,45.25864
153390_84,71.406944,13.137702
153390_86,67.29741,26.009575
153391_1,21.256336,50.470043
153391_2,49.453167,47.134605
153391_3,69.07108,6.106167
153391_5,20.43502,57.1342
153391_6,21.553394,31.786251
153391_9,20.35228,49.99895
153391_10,29.000114,59.665894
153391_11,85.07226,49.965946
153391_12,74.8225,46.30657
153391_13,26.834145,7.440848
153391_14,44.69472,46.070065
153391_15,35.98614,33.525307
153391_16,72.58533,47.13103
153391_17,65.36388,37.498466
153391_18,72.77952,49.783516
153391_19,14.7524605,10.473136
153391_20,79.494095,46.566566
153391_21,61.385994,40.103344
153391_22,58.73758,39.598717
153391_24,58.42042,51.283043
153391_26,52.41107,53.53079
153391_27,74.712326,24.843315
153391_28,76.9134,19.393757
153391_29,64.25577,58.140648
153391_30,49.270428,28.65209
153391_31,38.863728,13.555979
153391_32,20.425915,55.811428
153391_33,72.22092,40.09331
153391_34,45.876366,65.688774
153391_35,42.292084,58.4441
153391_36,51.224876,23.633778
153391_37,33.308422,58.31072
153391_38,65.940926,49.924595
153391_39,31.631933,41.604782
153391_40,43.304543,22.185633
153391_41,18.69635,54.408142
153391_42,41.73506,52.04618
153391_43,35.285385,18.205
153391_44,66.47583,30.828396
153391_45,62.671707,8.71856
153391_46,39.73589,47.716755
153391_47,66.85555,49.093266
153391_48,76.86192,30.01303
153391_49,49.91723,52.46617
153391_50,72.07333,51.065998
153391_51,77.037476,48.780403
153391_52,47.794693,50.660267
153391_53,35.8597,50.94877
153391_54,39.36529,21.829887
153391_55,67.28748,52.620354
153391_56,13.649139,34.95144
153391_57,52.706806,9.345516
153391_58,27.764355,48.889908
153391_59,49.50471,17.010347
153391_60,58.455364,13.276143
153391_61,64.36369,54.651394
153391_63,76.78927,29.769886
153391_64,65.98077,14.556275
153391_65,61.481056,30.146246
153391_66,88.73476,50.32353
153391_68,51.86662,50.33898
153391_69,46.42199,54.856735
153391_70,58.604824,10.87654
153391_71,61.995953,55.07806
153391_72,56.924664,10.382462
153391_73,74.5741,21.179876
153391_76,54.65717,38.890747
153391_77,72.13112,21.212723
153391_78,71.53613,50.829144
153391_79,73.84112,14.458127
153391_80,58.088955,18.098095
153391_81,36.193684,49.17203
153391_82,63.34255,42.751095
153391_83,73.01187,21.555882
153391_85,65.35096,45.099987
153391_86,62.031727,17.487242
153392_1,50.997093,17.218164
153392_2,59.4284,15.983187
153392_3,46.28971,55.208702
153392_4,65.15394,28.493668
153392_5,76.24614,13.091416
153392_6,81.31701,44.17257
153392_7,42.01847,56.97361
153392_8,77.11201,29.635672
153392_10,26.842234,16.79463
153392_11,56.192932,24.333591
153392_13,25.61777,45.212204
153392_14,66.38272,59.665886
153392_15,56.65038,16.278315
153392_17,51.659542,50.197857
153392_18,77.53801,50.93847
153392_20,21.166302,49.853188
153392_21,22.64282,21.39862
153392_22,78.72848,29.485773
153392_23,89.874954,16.669538
153392_24,82.97673,25.919035
153392_25,11.712531,53.859615
153392_26,76.90449,24.528522
153392_27,39.889954,44.870842
153392_29,33.869038,20.644688
153392_30,53.34928,25.33112
153392_32,44.07745,53.32614
153392_33,25.891678,54.728107
153392_34,23.652536,19.134907
153392_35,36.209133,10.97446
153392_36,39.583134,44.69383
153392_37,5.1743927,38.038258
153392_38,61.507786,54.239082
153392_39,63.716526,9.460927
153392_40,74.90547,29.798346
153392_41,81.38515,54.207306
153392_44,36.316334,24.178785
153392_45,35.300037,38.973408
153392_46,53.864876,17.534946
153392_47,44.83591,5.639528
153392_48,56.661705,24.238968
153392_49,72.78831,45.696728
153392_50,61.123215,39.639126
153392_52,23.495731,6.3725033
153392_53,68.65556,56.671104
153392_54,81.44724,55.495033
153392_55,87.74716,11.303221
153392_56,40.778683,23.185503
153392_57,45.023945,32.02647
153392_59,22.26664,19.122232
153392_60,37.51677,29.585636
153392_62,56.892357,15.791494
153392_63,34.723972,55.67245
153392_64,65.20249,24.573462
153392_65,70.02418,30.648924
153392_66,49.521523,2.1363406
153392_67,74.59629,26.79801
153392_68,25.922697,34.142685
153392_71,81.68231,17.991903
153392_72,79.223854,43.739388
153392_73,57.29665,55.37398
153392_74,75.791534,61.33751
153392_75,73.95579,59.876724
153392_76,62.44704,25.171135
153392_77,64.18505,26.346426
153392_78,72.39025,19.212433
153392_79,51.152584,50.24268
153392_80,28.494,14.617606
153392_81,47.7854,51.46719
153392_82,69.741974,50.91336
153392_83,19.139708,50.49979
153392_84,50.44475,12.707246
153392_85,53.36868,4.1547537
153392_86,70.29586,54.385506
153392_87,96.3899,62.72771
153392_89,64.72282,27.509237
153392_90,69.93092,33.072235
153392_91,77.31996,46.38153
153392_92,43.939903,39.940823
153392_93,81.86253,18.095604
153392_95,79.59366,39.52032
153392_96,21.566753,42.81962
153392_97,13.968385,16.357466
153392_98,37.70044,14.41754
153392_99,47.78088,41.47461
153392_100,73.68217,14.835819
153392_102,59.1878,8.570573
153392_103,27.22585,33.491463
153392_104,16.535448,26.617453
153392_105,82.09287,35.146076
153392_106,55.994347,51.51282
153392_107,66.42663,29.484253
153392_108,71.61777,45.635937
