선행품목,후행품목,선행품목hs4,후행품목hs4,최적지연기간,피어슨상관계수,피어슨p값
GKQIJYDH,VMAQSTJE,8501,8527,10,0.7315504511158903,1.9672699888405012e-06
GKQIJYDH,WHPUAOID,8501,5512,10,0.41790189351733037,0.01731147247463389
GKQIJYDH,ZXERAXWP,8501,4802,2,0.49354685073004256,0.0012112936817243749
GYHKIVQT,APQGTRMF,8505,8105,1,0.45367302682441235,0.002890930297889626
GYHKIVQT,ATLDMDBO,8505,2814,2,0.4389409236867776,0.0046048648975369685
GYHKIVQT,AXULOHBQ,8505,5515,4,0.5377644874371525,0.0004977678868889313
GYHKIVQT,BEZYMBBT,8505,3207,2,0.4369436215863056,0.004816138001455043
GYHKIVQT,BLANHGYY,8505,9022,5,0.48670534529438136,0.002253285407586168
GYHKIVQT,BSRMSVTC,8505,2805,8,0.48430184500003887,0.0037037357255691673
GYHKIVQT,DNMPSKTB,8505,2811,4,0.6098621991644086,4.8091100491525065e-05
GYHKIVQT,HXYSSRXE,8505,2836,3,0.5385846169295028,0.0004046228866958307
GYHKIVQT,JBVHSUWY,8505,1210,9,0.4142346035310468,0.01654702076171972
GYHKIVQT,JPBRUTWP,8505,3904,7,0.40686881701492805,0.015281795174444354
GYHKIVQT,KEUWZRKO,8505,8102,8,0.4494714719015396,0.007657578028521936
GYHKIVQT,LSOIUSXD,8505,5111,9,0.5350419084712157,0.0013359042454107496
GYHKIVQT,LUENUFGA,8505,2833,10,0.6851692620369711,1.5154229457962755e-05
GYHKIVQT,OGAFEHLU,8505,7202,9,0.414139998640502,0.01657424060500958
GYHKIVQT,OKMBFVKS,8505,5705,8,0.6008287469324867,0.00017176852507724366
GYHKIVQT,PYZMVUWD,8505,3824,8,0.6072785187662936,0.00013985079961060251
GYHKIVQT,QRKRBYJL,8505,2841,1,0.4927266864462051,0.001065001384958259
GYHKIVQT,QVLMOEYE,8505,4202,11,0.5528719831828441,0.0012573915070288005
GYHKIVQT,RCBZUSIM,8505,2805,1,0.4628009162706291,0.0023129164658070313
GYHKIVQT,SAHWCZNH,8505,2825,8,0.4921783675713357,0.0031095952091584637
GYHKIVQT,SDWAYPIK,8505,7207,7,0.6235192689829336,6.29604035505189e-05
GYHKIVQT,UIFPPCLR,8505,8102,8,0.48512168843661513,0.003637629423776399
GYHKIVQT,VBYCLTYZ,8505,8505,10,0.40277452422563587,0.02227976701979833
GYHKIVQT,VMAQSTJE,8505,8527,10,0.48804262024829503,0.004601457389267741
GYHKIVQT,VWMBASNE,8505,2811,3,0.40514363130082587,0.010510558735123604
GYHKIVQT,WBLJNPZQ,8505,5309,7,0.46192063156542273,0.005215209824687478
GYHKIVQT,XIFHSOWQ,8505,8708,11,0.564687472568481,0.0009350502814722845
GYHKIVQT,XIPPENFQ,8505,2501,12,0.40131984318610653,0.02794519270793604
GYHKIVQT,XUOIQPFL,8505,5205,7,0.5185356531042071,0.0014170117143930748
GYHKIVQT,YSYHGLQK,8505,2807,8,0.40636899368432755,0.017087293934788625
HCDTGMST,AHMDUILJ,6006,2102,6,0.41427068641297465,0.012008076302543852
HCDTGMST,BUZIIBYG,6006,9403,10,0.4101362672104535,0.019732292965676964
HCDTGMST,DJBLNPNC,6006,2805,9,0.4746653809336687,0.005253433923209202
HCDTGMST,JERHKLYW,6006,4601,2,0.5486095332773865,0.00024710922366025966
HCDTGMST,KEUWZRKO,6006,8102,1,0.487197653687104,0.0012356076058309253
HCDTGMST,LPHPPJUG,6006,3824,10,0.5651631630005007,0.000750744973624668
HCDTGMST,LUENUFGA,6006,2833,2,0.4776406963293114,0.0018283099097746681
HCDTGMST,MBSBZBXA,6006,2846,6,0.44338106982068876,0.006760608088148339
HCDTGMST,MIRCVAMV,6006,4408,10,0.44427034493611306,0.010853908255486376
HCDTGMST,SNHYOVBM,6006,3824,10,0.4652428037926098,0.007293637926108076
HCDTGMST,STZDBITS,6006,3815,3,0.4393792663022906,0.005133347903803589
HCDTGMST,UQYUIVVR,6006,8501,12,0.40981886014069263,0.024505199546034393
HCDTGMST,UXSPKBJR,6006,3206,10,0.6994626824580044,8.41249931348757e-06
HCDTGMST,XIFHSOWQ,6006,8708,3,0.5360137452808039,0.0004365593486889105
HCDTGMST,XIPPENFQ,6006,2501,7,0.44666347807793483,0.00714913929806007
HCDTGMST,ZGJXVMNI,6006,3006,7,0.47465166396990954,0.0039644410876375135
HXYSSRXE,ATLDMDBO,2836,2814,2,0.4081120414601297,0.008943663199882844
HXYSSRXE,AXULOHBQ,2836,5515,2,0.5097666560148806,0.0007795840677304216
HXYSSRXE,BEZYMBBT,2836,3207,12,0.43495798344421677,0.016301366030899614
HXYSSRXE,BLANHGYY,2836,9022,2,0.5912265156446868,5.8907346233202573e-05
HXYSSRXE,BSRMSVTC,2836,2805,5,0.6047843859982642,7.347068722537035e-05
HXYSSRXE,DNMPSKTB,2836,2811,4,0.5867756871865921,0.00010796557678991736
HXYSSRXE,FDXPMYGF,2836,7907,3,0.43138984611016984,0.006107383973145723
HXYSSRXE,GYHKIVQT,2836,8505,7,0.597763605725923,0.00014950677092721493
HXYSSRXE,JBVHSUWY,2836,1210,6,0.42621252002932636,0.009542884161423681
HXYSSRXE,JPBRUTWP,2836,3904,2,0.45513369331863884,0.003169200440840817
HXYSSRXE,KEUWZRKO,2836,8102,8,0.6299422673506807,6.546888193223525e-05
HXYSSRXE,LUENUFGA,2836,2833,9,0.49495866750824247,0.003407280544049175
HXYSSRXE,MIRCVAMV,2836,4408,12,0.5685589423413193,0.0010450759895763422
HXYSSRXE,OGAFEHLU,2836,7202,5,0.5747002568118943,0.00019915394696996372
HXYSSRXE,OKMBFVKS,2836,5705,12,0.4535656014692885,0.011823851555400893
HXYSSRXE,PYZMVUWD,2836,3824,5,0.5391452536508994,0.0005750654015343219
HXYSSRXE,QVLMOEYE,2836,4202,8,0.40908870800445746,0.01629065436835725
HXYSSRXE,RAWUKQMJ,2836,2916,2,0.42927406735548107,0.005707568638199448
HXYSSRXE,SAHWCZNH,2836,2825,8,0.5195944848982768,0.0016368577983345385
HXYSSRXE,SDWAYPIK,2836,7207,4,0.49726704684169676,0.0014921387154465916
HXYSSRXE,SUOYXCHP,2836,2805,1,0.4031189121536158,0.008966598072606103
HXYSSRXE,UGEQLMXM,2836,8714,6,0.524440557405596,0.0010258578925350084
HXYSSRXE,VMAQSTJE,2836,8527,7,0.531067135652518,0.0010293098426407332
HXYSSRXE,VWMBASNE,2836,2811,8,0.5455533949440968,0.0008469956079722261
HXYSSRXE,WBLJNPZQ,2836,5309,11,0.43302340199689776,0.01496357645075565
HXYSSRXE,XIFHSOWQ,2836,8708,10,0.5928570711741161,0.00034942007656056445
IGDVVKUD,ATLDMDBO,3824,2814,4,0.5306768145012783,0.0006092603755077571
IGDVVKUD,AXULOHBQ,3824,5515,7,0.5841676592981777,0.0002292423806697922
IGDVVKUD,BLANHGYY,3824,9022,7,0.7318321014301057,5.872782313583474e-07
IGDVVKUD,BSRMSVTC,3824,2805,10,0.7740790789582446,2.0241574639405038e-07
IGDVVKUD,BTMOEMEP,3824,3102,5,0.636993813892181,2.244751082828851e-05
IGDVVKUD,DJBLNPNC,3824,2805,5,0.7902826707192929,5.9833692569170455e-09
IGDVVKUD,DNMPSKTB,3824,2811,8,0.54080080968567,0.0009593767708472196
IGDVVKUD,FDXPMYGF,3824,7907,8,0.6601375795179873,2.158863871666464e-05
IGDVVKUD,FITUEHWN,3824,8714,12,0.4985001757645431,0.0050509858486974275
IGDVVKUD,FWUCPMMW,3824,2701,5,0.5296201908949825,0.000749241838799302
IGDVVKUD,GYHKIVQT,3824,8505,7,0.40511705595189484,0.015770335734856367
IGDVVKUD,HCDTGMST,3824,6006,12,0.6159113597746066,0.00029081568926698717
IGDVVKUD,HXYSSRXE,3824,2836,5,0.6232175590086035,3.788169153944273e-05
IGDVVKUD,JBVHSUWY,3824,1210,11,0.43451790903414916,0.014581831672529251
IGDVVKUD,JPBRUTWP,3824,3904,10,0.548493306346438,0.0011528774638705564
IGDVVKUD,LRVGFDFM,3824,3102,1,0.42480842511619954,0.005632215116252255
IGDVVKUD,QRKRBYJL,3824,2841,3,0.4441159470196605,0.004621899731569754
IGDVVKUD,QVLMOEYE,3824,4202,2,0.5200216561846739,0.0005832940069415862
IGDVVKUD,RAWUKQMJ,3824,2916,8,0.41679368925369914,0.014200567228272506
IGDVVKUD,ROACSLMG,3824,8505,2,0.48545643723878895,0.0014971357837919588
IGDVVKUD,SDWAYPIK,3824,7207,3,0.4821370608649991,0.0018829843055579731
IGDVVKUD,SNHYOVBM,3824,3824,3,0.45902161272508885,0.003289697391934112
IGDVVKUD,SUOYXCHP,3824,2805,6,0.6459890846596666,2.0883166479276074e-05
IGDVVKUD,TGOELCAG,3824,7207,12,0.5809549796763042,0.0007618364559141395
IGDVVKUD,UGEQLMXM,3824,8714,6,0.43446348179321337,0.008103530709384014
IGDVVKUD,UQYUIVVR,3824,8501,8,0.47513574287697835,0.004516573196044091
IGDVVKUD,UXSPKBJR,3824,3206,2,0.49443876640031903,0.0011829537270659294
IGDVVKUD,VBYCLTYZ,3824,8505,2,0.6054553869465411,3.484651201100721e-05
IGDVVKUD,VMAQSTJE,3824,8527,12,0.7236688371551084,6.208265941263708e-06
IGDVVKUD,WBLJNPZQ,3824,5309,9,0.4469722785782263,0.009112558030607204
IGDVVKUD,WHPUAOID,3824,5512,6,0.4478788630710946,0.006159032257027243
IGDVVKUD,WQMVCOEM,3824,2805,9,0.6324757779061426,7.848623188251785e-05
JBVHSUWY,APQGTRMF,1210,8105,2,0.45030845200462255,0.003549109339760815
JBVHSUWY,DBWLZWNK,1210,5602,8,0.48895995597713027,0.003341539140914732
JBVHSUWY,DUCMGGNW,1210,3806,8,0.4179217848576884,0.013914350755671665
JBVHSUWY,FTSVTTSR,1210,2529,3,0.49648614232750415,0.0013055326118322223
JBVHSUWY,KEUWZRKO,1210,8102,2,0.43291446486941404,0.005268078198746974
JBVHSUWY,LLHREMKS,1210,2807,5,0.42535245365677193,0.00867828329068067
JBVHSUWY,LTOYKIML,1210,3909,12,0.4429852227139288,0.014222301882741012
JBVHSUWY,NAQIHUKZ,1210,3813,2,0.508152827585352,0.0008153247488970537
JBVHSUWY,OXKURKXR,1210,5402,11,0.4649073165709866,0.008410321214895005
JBVHSUWY,QJQJSWFU,1210,3307,12,0.47039344243769876,0.008710526033250256
JBVHSUWY,QVLMOEYE,1210,4202,11,0.4872551922365425,0.005434026811617402
JBVHSUWY,SUOYXCHP,1210,2805,6,0.41138450744490784,0.01267875852991836
JBVHSUWY,UIFPPCLR,1210,8102,11,0.4045049887467289,0.02400299183119684
JBVHSUWY,UXSPKBJR,1210,3206,11,0.4865160839107818,0.005515637078425979
JBVHSUWY,VMAQSTJE,1210,8527,1,0.4107982686875596,0.0076313188356771245
JERHKLYW,BUZIIBYG,4601,9403,8,0.42197426270142757,0.012925825503562145
JERHKLYW,DEWLVASR,4601,3038,9,0.4256979467104106,0.013513589977468744
JERHKLYW,LPHPPJUG,4601,3824,8,0.4507080697133744,0.007471943899985862
JERHKLYW,NZKBIBNU,4601,5609,12,0.4315337971830478,0.017261939312406296
JERHKLYW,QKXNTIIB,4601,8501,2,0.4286718755688024,0.005783245650866089
JERHKLYW,SAAYMURU,4601,3215,8,0.5356631429833115,0.001095453582966911
JERHKLYW,TGOELCAG,4601,7207,4,0.5434219741224458,0.00042224294419121184
JERHKLYW,XIPPENFQ,4601,2501,5,0.4498586595942931,0.005213420255284066
JERHKLYW,ZGJXVMNI,4601,3006,11,0.49604513938105554,0.004539837490007008
JERHKLYW,ZKENOUDA,4601,2805,12,0.5024525913531277,0.00466124028630945
JPBRUTWP,APQGTRMF,3904,8105,2,0.558757625501547,0.00017874744496232912
JPBRUTWP,ATLDMDBO,3904,2814,2,0.6534352484967478,4.849389021045448e-06
JPBRUTWP,AXULOHBQ,3904,5515,7,0.5225616655673124,0.00128041199095365
JPBRUTWP,BEZYMBBT,3904,3207,2,0.44168032141990465,0.004328214239549107
JPBRUTWP,BLANHGYY,3904,9022,12,0.5626987019224408,0.0012083622547450978
JPBRUTWP,BSRMSVTC,3904,2805,10,0.5569019727093699,0.0009311698819071655
JPBRUTWP,BTMOEMEP,3904,3102,5,0.5216537758777565,0.0009293261752641704
JPBRUTWP,CCLHWFWF,3904,6211,10,0.40334325367487384,0.022073755174009668
JPBRUTWP,DNMPSKTB,3904,2811,12,0.6351544082878731,0.00016277324352532887
JPBRUTWP,FDXPMYGF,3904,7907,6,0.41805428304735004,0.011174537592343988
JPBRUTWP,GYHKIVQT,3904,8505,5,0.6623086241645066,8.00462830062164e-06
JPBRUTWP,HXYSSRXE,3904,2836,8,0.5253798249695737,0.001419702846924773
JPBRUTWP,JBVHSUWY,3904,1210,2,0.4744920139256388,0.0019789906503154785
JPBRUTWP,LSOIUSXD,3904,5111,12,0.5305950725441225,0.0025582598075806796
JPBRUTWP,LUENUFGA,3904,2833,12,0.5290925151874466,0.002644965197647931
JPBRUTWP,OGAFEHLU,3904,7202,11,0.5336601806690056,0.0019898547147038205
JPBRUTWP,OKMBFVKS,3904,5705,2,0.5177143145433871,0.0006231284458221335
JPBRUTWP,OXKURKXR,3904,5402,1,0.4244437933940626,0.005677828084342854
JPBRUTWP,PYZMVUWD,3904,3824,10,0.5187668329038493,0.0023500697681486313
JPBRUTWP,QRKRBYJL,3904,2841,3,0.6025359368058515,4.932668612168622e-05
JPBRUTWP,QVLMOEYE,3904,4202,2,0.6589763302572571,3.7757246459351964e-06
JPBRUTWP,RAWUKQMJ,3904,2916,8,0.5289030801169904,0.0013002172318159577
JPBRUTWP,RCBZUSIM,3904,2805,3,0.5490779753609031,0.0002948521511806028
JPBRUTWP,SAHWCZNH,3904,2825,12,0.5692226838789952,0.001027857920320145
JPBRUTWP,SDWAYPIK,3904,7207,10,0.567715341830512,0.0007016160373805779
JPBRUTWP,UGEQLMXM,3904,8714,11,0.44252015521327476,0.012673370323285327
JPBRUTWP,VBYCLTYZ,3904,8505,2,0.5428425982621421,0.0002956872942577575
JPBRUTWP,VMAQSTJE,3904,8527,12,0.46712885465327975,0.009253327104820843
JPBRUTWP,VWMBASNE,3904,2811,3,0.46880133794328366,0.0026101767119431577
JPBRUTWP,WBLJNPZQ,3904,5309,7,0.6187274894976061,7.437946078496483e-05
JPBRUTWP,XIFHSOWQ,3904,8708,12,0.46458688338860676,0.009695475365014899
JPBRUTWP,XUOIQPFL,3904,5205,7,0.539595724024524,0.0008221776451686254
JSLXRQOK,AXULOHBQ,5119,5515,12,0.49335094148912245,0.00560022114960495
JSLXRQOK,BLANHGYY,5119,9022,12,0.47978409066174477,0.00729665004884349
JSLXRQOK,DJBLNPNC,5119,2805,3,0.47762023309235735,0.0021062788441136024
JSLXRQOK,ELQGMQWE,5119,2002,10,0.449927210851912,0.009773445871961208
JSLXRQOK,FTSVTTSR,5119,2529,3,0.8273732494875796,8.365886092533094e-11
JSLXRQOK,GKQIJYDH,5119,8501,7,0.45839412603091595,0.005616675167637489
JSLXRQOK,GYHKIVQT,5119,8505,12,0.4289996721564909,0.018002633298651458
JSLXRQOK,JBVHSUWY,5119,1210,12,0.5065305354355394,0.004286362626982313
JSLXRQOK,JERHKLYW,5119,4601,12,0.4120425162417764,0.02366485428475832
JSLXRQOK,JPBRUTWP,5119,3904,12,0.5368273583556681,0.0022243035219807576
JSLXRQOK,KAGJCHMR,5119,8467,7,0.4075242744574421,0.015102293570694968
JSLXRQOK,KEUWZRKO,5119,8102,11,0.5589965424973193,0.0010799069224297665
JSLXRQOK,KJNSOAHR,5119,8479,3,0.48374023759088913,0.0018088960270490806
JSLXRQOK,LLHREMKS,5119,2807,5,0.7907448950437501,5.779693681518166e-09
JSLXRQOK,LSOIUSXD,5119,5111,12,0.6313657723955531,0.00018303470685700841
JSLXRQOK,LUENUFGA,5119,2833,12,0.6086059926123011,0.0003589742629973426
JSLXRQOK,NAQIHUKZ,5119,3813,2,0.7657153522560618,8.597763746920673e-09
JSLXRQOK,OGAFEHLU,5119,7202,11,0.613882091831215,0.0002397095069728568
JSLXRQOK,PYZMVUWD,5119,3824,11,0.4364045442156535,0.01411156415678671
JSLXRQOK,QVLMOEYE,5119,4202,11,0.46650328504626526,0.008159651896843643
JSLXRQOK,SAAYMURU,5119,3215,5,0.42194347778392977,0.00928927809251532
JSLXRQOK,SAHWCZNH,5119,2825,11,0.4088986418466729,0.022373021321144045
JSLXRQOK,STZDBITS,5119,3815,6,0.4105987665983568,0.012866734603644646
JSLXRQOK,TGOELCAG,5119,7207,4,0.4362985198112151,0.006173946415359928
JSLXRQOK,UGEQLMXM,5119,8714,10,0.6754857225645714,2.2171945988704215e-05
JSLXRQOK,VWMBASNE,5119,2811,12,0.4602819841790065,0.01048482347149814
JSLXRQOK,XIFHSOWQ,5119,8708,11,0.6058943992782416,0.0003035794405807385
JSLXRQOK,XIIEJNEE,5119,3815,3,0.6010928521643704,5.1985242885253344e-05
JSLXRQOK,YSYHGLQK,5119,2807,5,0.4628276063960401,0.003921024537286311
JSLXRQOK,ZCELVYQU,5119,8461,7,0.6661377883144077,1.2545790077904788e-05
JSLXRQOK,ZXERAXWP,5119,4802,10,0.6741936697143149,2.330222447719366e-05
KAGJCHMR,AANGBULD,8467,4810,7,0.6254488942779769,5.882736416523445e-05
KAGJCHMR,AHMDUILJ,8467,2102,8,0.4746748671174632,0.004561214218557123
KAGJCHMR,BUZIIBYG,8467,9403,9,0.4995273624541595,0.0030795954291537135
KAGJCHMR,DDEXPPXU,8467,2807,2,0.43549056534107644,0.004975082392771502
KAGJCHMR,DEWLVASR,8467,3038,11,0.5744409928707936,0.0007260752756473326
KAGJCHMR,DUCMGGNW,8467,3806,9,0.4382594226404599,0.010739915668151365
KAGJCHMR,FQCLOEXA,8467,8102,5,0.45718951400092767,0.004443936280479778
KAGJCHMR,FTSVTTSR,8467,2529,8,0.5527103069357938,0.0006996426947102112
KAGJCHMR,GKQIJYDH,8467,8501,9,0.6049870632494434,0.0001917768462010744
KAGJCHMR,JSLXRQOK,8467,5119,5,0.4399732414426099,0.006431492668139136
KAGJCHMR,KJNSOAHR,8467,8479,10,0.4952668225605238,0.003950570306358641
KAGJCHMR,LLHREMKS,8467,2807,12,0.5432628508677914,0.0019197236252083258
KAGJCHMR,LPHPPJUG,8467,3824,9,0.4327630604232158,0.01188779446186788
KAGJCHMR,LTOYKIML,8467,3909,4,0.5068170460527589,0.0011657887585900832
KAGJCHMR,NAQIHUKZ,8467,3813,9,0.5615648392586465,0.0006729193915595125
KAGJCHMR,NZKBIBNU,8467,5609,9,0.44095408068562114,0.010212282878658241
KAGJCHMR,OJIFIHMZ,8467,3815,8,0.42609549203119385,0.011981852891095556
KAGJCHMR,RJGPVEXX,8467,2811,5,0.41518377712193044,0.010609893467821067
KAGJCHMR,WPQXWHYO,8467,2811,12,0.4192872720420835,0.02108925955975148
KAGJCHMR,XIIEJNEE,8467,3815,10,0.6452116464758075,6.691750250624947e-05
KAGJCHMR,ZCELVYQU,8467,8461,12,0.4921950872816012,0.005730268207734401
KAGJCHMR,ZKENOUDA,8467,2805,7,0.4758783584914704,0.0038589518854883786
KAGJCHMR,ZXERAXWP,8467,4802,11,0.45218052173756285,0.010652645439004831
KEUWZRKO,AANGBULD,8102,4810,12,0.4938908827698107,0.005540338646746036
KEUWZRKO,APQGTRMF,8102,8105,12,0.41876434470591084,0.021267086275217027
KEUWZRKO,BEZYMBBT,8102,3207,9,0.4109657614470819,0.01750943757878427
KEUWZRKO,DBWLZWNK,8102,5602,12,0.5368110450937207,0.0022251258333747742
KEUWZRKO,KAGJCHMR,8102,8467,11,0.40793225015844237,0.022723485744054306
KEUWZRKO,LUENUFGA,8102,2833,4,0.5934335598779077,8.604950734682551e-05
KEUWZRKO,MIRCVAMV,8102,4408,9,0.5827500014402246,0.0003728670951656839
KEUWZRKO,OKMBFVKS,8102,5705,9,0.4495925730001089,0.008666119690658865
KEUWZRKO,SAHWCZNH,8102,2825,1,0.561946503102402,0.00013170313006488074
KEUWZRKO,UIFPPCLR,8102,8102,2,0.41933736207465117,0.0070722671771014135
KEUWZRKO,UQYUIVVR,8102,8501,12,0.6040353472723622,0.00040846162016239804
KEUWZRKO,UXSPKBJR,8102,3206,10,0.505181832738231,0.0031872205450070453
KEUWZRKO,VWMBASNE,8102,2811,4,0.4547893885957392,0.00412221421402407
KEUWZRKO,XIFHSOWQ,8102,8708,2,0.6519381273063101,5.184129969018319e-06
KEUWZRKO,XIPPENFQ,8102,2501,6,0.5385175996467739,0.0007036285270018167
KEUWZRKO,ZGJXVMNI,8102,3006,12,0.5277893901056203,0.002722204668072596
KJNSOAHR,ATLDMDBO,8479,2814,12,0.5180609704857942,0.0033628570440496124
KJNSOAHR,AXULOHBQ,8479,5515,9,0.6420607765617332,5.631165465865711e-05
KJNSOAHR,BJALXPFS,8479,2847,10,0.46376812751090324,0.007506369585787143
KJNSOAHR,BLANHGYY,8479,9022,9,0.4692030712481987,0.005877153374265673
KJNSOAHR,BSRMSVTC,8479,2805,10,0.5588039012475448,0.0008865621794826946
KJNSOAHR,BUZIIBYG,8479,9403,5,0.43799818208762165,0.006702182963071139
KJNSOAHR,DNMPSKTB,8479,2811,12,0.6181388326922406,0.0002724486761409248
KJNSOAHR,EVBVXETX,8479,3404,3,0.4850858924275177,0.0017487030316405473
KJNSOAHR,FCYBOAXC,8479,3824,2,0.4154981822927333,0.007670234054353272
KJNSOAHR,FDXPMYGF,8479,7907,11,0.49148117309736405,0.0049869455253806596
KJNSOAHR,GKQIJYDH,8479,8501,4,0.4123764376601363,0.01008893320435607
KJNSOAHR,GYHKIVQT,8479,8505,12,0.4876621001513325,0.0062654041104345465
KJNSOAHR,HXYSSRXE,8479,2836,10,0.5025250244113698,0.0033780727305877337
KJNSOAHR,IGDVVKUD,8479,3824,6,0.42823097035636004,0.009172059369116985
KJNSOAHR,JPBRUTWP,8479,3904,7,0.4326713074983064,0.009432511691039883
KJNSOAHR,LRVGFDFM,8479,3102,2,0.4490189542707914,0.0036571341509315106
KJNSOAHR,OXKURKXR,8479,5402,8,0.5204539017599589,0.0016028655872546776
KJNSOAHR,QRKRBYJL,8479,2841,5,0.5153183169197814,0.0010988832781266334
KJNSOAHR,QVLMOEYE,8479,4202,5,0.5219996093756719,0.0009207770006529677
KJNSOAHR,RCBZUSIM,8479,2805,5,0.4650669219262452,0.0037286666559290535
KJNSOAHR,UGEQLMXM,8479,8714,7,0.4356174240682268,0.008906108209203557
KJNSOAHR,UXSPKBJR,8479,3206,8,0.43813578243228113,0.009550463072024293
KJNSOAHR,VBYCLTYZ,8479,8505,7,0.4207810589036189,0.011834216147037543
KJNSOAHR,VMAQSTJE,8479,8527,12,0.45007348308777295,0.012574849642451945
KJNSOAHR,XUOIQPFL,8479,5205,12,0.5779699796361517,0.0008230348027193085
KJNSOAHR,ZCELVYQU,8479,8461,4,0.4941132373822192,0.001616347461708777
LLHREMKS,BSRMSVTC,2807,2805,11,0.40593181748842466,0.02346330647899255
LLHREMKS,CCLHWFWF,2807,6211,11,0.478427533888986,0.006479392839506155
LLHREMKS,ELQGMQWE,2807,2002,5,0.5770600004710384,0.00018481545484361214
LLHREMKS,GKQIJYDH,2807,8501,3,0.609737156967045,3.781343391642682e-05
LLHREMKS,HXYSSRXE,2807,2836,9,0.432152930532999,0.012021362124187059
LLHREMKS,KAGJCHMR,2807,8467,2,0.42543193474049235,0.0062054843323955345
LLHREMKS,KEUWZRKO,2807,8102,8,0.47965051486704297,0.004098809727639892
LLHREMKS,MBSBZBXA,2807,2846,4,0.46196706123055187,0.0035027907475281604
LLHREMKS,MIRCVAMV,2807,4408,9,0.46771931686886403,0.006057145681833208
LLHREMKS,QKXNTIIB,2807,8501,4,0.41634468829859367,0.00932160980823787
LLHREMKS,STZDBITS,2807,3815,1,0.4484326171190024,0.00327702346655657
LLHREMKS,UGEQLMXM,2807,8714,5,0.5645942807925577,0.0002725280899922811
LLHREMKS,UIFPPCLR,2807,8102,10,0.4832232342980558,0.005085147903341979
LLHREMKS,VMAQSTJE,2807,8527,7,0.4907312971186266,0.0027619975691462995
LLHREMKS,VWMBASNE,2807,2811,6,0.5332684232218007,0.0008113968351857153
LLHREMKS,WBLJNPZQ,2807,5309,10,0.4836293942194578,0.005042768418558669
LLHREMKS,WHPUAOID,2807,5512,7,0.5240157397276034,0.0012340038659187542
LLHREMKS,XIIEJNEE,2807,3815,4,0.5181662309229427,0.0008612568590006891
LLHREMKS,ZCELVYQU,2807,8461,3,0.6242224243816039,2.1711871768316175e-05
LLHREMKS,ZXERAXWP,2807,4802,5,0.6754888788101325,4.499093964603456e-06
LPHPPJUG,AHMDUILJ,3824,2102,3,0.4535320723626494,0.0037350550096280025
LPHPPJUG,APQGTRMF,3824,8105,9,0.4221183088734504,0.014406108860302913
LPHPPJUG,DDEXPPXU,3824,2807,2,0.5135620344257281,0.0007009702115114876
LPHPPJUG,DJBLNPNC,3824,2805,5,0.4083252695006126,0.012109666958269864
LPHPPJUG,EVBVXETX,3824,3404,9,0.4672163243258067,0.006119224182379905
LPHPPJUG,FITUEHWN,3824,8714,12,0.5751638756842151,0.0008844492059871527
LPHPPJUG,FQCLOEXA,3824,8102,2,0.48754342877824286,0.0014182082885359723
LPHPPJUG,FTSVTTSR,3824,2529,10,0.4633516591345997,0.007567394799871164
LPHPPJUG,GKQIJYDH,3824,8501,9,0.40091087846921575,0.020766597873937337
LPHPPJUG,KJNSOAHR,3824,8479,10,0.4168902067279312,0.017612105116496565
LPHPPJUG,LLHREMKS,3824,2807,12,0.46996909090499117,0.00877952541636699
LPHPPJUG,NAQIHUKZ,3824,3813,9,0.41538941780439187,0.01621775222146998
LPHPPJUG,NZKBIBNU,3824,5609,4,0.46475079399085045,0.003285349744776653
LPHPPJUG,RJGPVEXX,3824,2811,7,0.43078761062376814,0.009782764687237388
LPHPPJUG,WPQXWHYO,3824,2811,10,0.554545600468898,0.000989161750388046
LPHPPJUG,WQMVCOEM,3824,2805,9,0.44774238735212507,0.008979369745883946
LPHPPJUG,XIIEJNEE,3824,3815,10,0.4064407610337922,0.02097914227718907
LPHPPJUG,ZCELVYQU,3824,8461,12,0.40640404562291454,0.025843134359527807
LPHPPJUG,ZKENOUDA,3824,2805,4,0.5315002445649744,0.0005952561557009475
LRVGFDFM,APQGTRMF,3102,8105,8,0.5293529641222747,0.0012856148018394898
LRVGFDFM,ATLDMDBO,3102,2814,9,0.6930582855426362,7.807058274159598e-06
LRVGFDFM,AXULOHBQ,3102,5515,7,0.5416501955881319,0.0007781665808424083
LRVGFDFM,BLANHGYY,3102,9022,9,0.5263973145724119,0.0016507831741184
LRVGFDFM,BSRMSVTC,3102,2805,12,0.6539480131900944,8.882674621062135e-05
LRVGFDFM,BTMOEMEP,3102,3102,3,0.5382341737287684,0.00040884939117370636
LRVGFDFM,CCLHWFWF,3102,6211,12,0.49830634044893074,0.00507079472053746
LRVGFDFM,DBWLZWNK,3102,5602,3,0.5532753031428165,0.0002590270955750359
LRVGFDFM,DJBLNPNC,3102,2805,7,0.6351798461312237,4.14786100439368e-05
LRVGFDFM,DNMPSKTB,3102,2811,10,0.6210877748959471,0.0001486801721776594
LRVGFDFM,DUCMGGNW,3102,3806,8,0.4577729171551628,0.006483384126425143
LRVGFDFM,FDXPMYGF,3102,7907,10,0.7590087339897289,4.775886203414212e-07
LRVGFDFM,FWUCPMMW,3102,2701,7,0.5268400474808909,0.0011480754229949443
LRVGFDFM,GYHKIVQT,3102,8505,7,0.555260498629422,0.0005356347115357855
LRVGFDFM,HXYSSRXE,3102,2836,11,0.6946812779657734,1.4519348469656296e-05
